track,hf,when,lat,lon,p_centre,p_env,depth,scale_km,fit_rms,grad_hpa_per_100km,vg_kt,vgeo_kt,wind_kt,gust_kt,wind_dist_km
1068,0,2022-02-05 00,37.0,186.0,994.5,1004.9,10.3,260.0,0.91,3.799,30.1,58.9,42.4,60.3,60.0
1066,1,2022-02-05 00,34.5,149.75,998.8,1008.3,9.5,400.0,0.92,2.351,25.0,38.7,37.0,54.2,60.0
1052,1,2022-02-05 06,50.75,169.75,973.9,995.6,21.7,600.0,1.16,3.957,34.7,47.7,32.2,43.8,251.0
1064,0,2022-02-05 06,50.0,150.75,987.1,999.9,12.8,800.0,0.54,2.124,22.0,25.9,31.9,42.7,412.0
1057,1,2022-02-05 06,57.75,202.0,988.0,1003.5,15.5,400.0,1.09,3.885,29.8,42.9,33.8,44.8,164.0
1067,0,2022-02-05 06,47.0,201.5,990.0,1003.9,13.8,650.0,0.66,2.471,25.0,31.5,33.7,45.8,494.0
1066,1,2022-02-05 06,35.0,154.25,991.5,1004.6,13.1,370.0,1.41,3.448,32.0,56.1,39.4,53.1,56.0
1068,0,2022-02-05 06,39.0,191.25,991.9,1005.2,13.3,280.0,1.11,4.591,34.5,68.1,42.1,60.9,56.0
1052,1,2022-02-05 12,51.25,169.75,977.4,997.8,20.5,590.0,0.94,3.743,33.0,44.8,28.7,37.6,480.0
1067,0,2022-02-05 12,48.75,202.75,984.8,1001.8,17.0,570.0,1.73,3.386,30.9,42.0,32.6,46.1,497.0
1066,1,2022-02-05 12,36.75,160.75,986.7,1002.7,16.0,410.0,1.44,3.867,35.2,60.3,38.0,55.0,201.0
1068,0,2022-02-05 12,41.25,195.0,988.0,1004.9,17.0,310.0,1.57,5.348,38.9,75.7,39.9,57.1,70.0
1064,0,2022-02-05 12,48.25,150.0,988.7,1001.5,12.8,680.0,0.87,2.207,22.6,27.6,32.6,43.4,426.0
1066,1,2022-02-05 18,38.25,164.25,976.0,999.5,23.5,300.0,2.37,7.513,48.9,113.3,43.0,62.6,104.0
1052,1,2022-02-05 18,51.75,168.75,979.9,998.6,18.6,580.0,0.66,3.464,30.8,41.2,29.1,38.0,493.0
1067,0,2022-02-05 18,51.75,206.5,980.7,1003.5,22.8,590.0,1.54,4.306,36.7,51.2,34.5,46.2,338.0
1068,0,2022-02-05 18,42.75,196.75,985.2,1006.3,21.1,310.0,1.82,6.626,44.4,91.1,38.7,56.5,306.0
1064,0,2022-02-05 18,47.5,150.75,988.4,1000.4,12.0,680.0,1.03,2.093,21.8,26.5,31.0,39.1,491.0
1066,1,2022-02-06 00,38.5,168.0,972.6,1000.2,27.6,330.0,2.53,8.158,53.3,122.3,48.8,73.6,91.0
1067,0,2022-02-06 00,53.75,208.0,976.3,1002.7,26.3,550.0,1.78,5.196,41.1,60.1,39.1,55.3,354.0
1052,1,2022-02-06 00,52.0,167.0,982.2,999.8,17.6,560.0,0.66,3.339,29.6,39.5,32.2,43.2,499.0
1068,0,2022-02-06 00,43.0,200.25,989.6,1009.0,19.5,340.0,1.14,5.529,40.5,75.7,41.7,60.0,86.0
1070,0,2022-02-06 00,55.25,188.0,995.2,1001.1,6.0,360.0,0.54,1.592,14.5,18.1,22.7,33.0,496.0
1066,1,2022-02-06 06,40.25,173.25,969.0,998.7,29.7,420.0,1.72,7.137,52.5,103.1,52.5,80.8,170.0
1067,0,2022-02-06 06,55.0,210.25,976.8,1002.8,26.0,580.0,1.85,4.907,39.5,55.9,40.5,57.0,256.0
1052,1,2022-02-06 06,51.75,164.25,982.3,999.4,17.1,560.0,0.72,3.237,29.0,38.5,35.3,47.4,334.0
1068,0,2022-02-06 06,44.75,204.5,992.9,1010.3,17.4,380.0,0.54,4.538,36.0,60.2,38.5,53.7,204.0
1070,0,2022-02-06 06,55.25,188.0,995.9,1002.3,6.5,330.0,0.46,1.835,16.1,20.8,24.1,35.2,499.0
1066,1,2022-02-06 12,41.5,178.0,970.4,999.9,29.5,510.0,0.95,6.02,49.1,84.8,47.1,75.1,278.0
1052,1,2022-02-06 12,50.75,161.25,982.8,1000.2,17.4,610.0,1.11,3.221,29.6,38.8,35.8,49.3,220.0
1068,0,2022-02-06 12,46.5,208.0,993.8,1010.6,16.7,370.0,0.49,4.483,35.0,57.7,36.7,50.5,262.0
1070,0,2022-02-06 12,55.0,188.75,996.9,1002.8,5.8,300.0,0.32,1.803,15.6,20.5,22.9,32.9,499.0
1066,1,2022-02-06 18,42.75,182.75,970.6,1000.2,29.5,590.0,0.64,5.422,47.0,74.6,48.8,73.5,251.0
1052,1,2022-02-06 18,49.5,159.25,983.0,1000.8,17.9,630.0,1.38,3.269,30.5,40.1,35.4,44.6,233.0
1068,0,2022-02-06 18,48.25,212.25,996.3,1011.4,15.2,420.0,0.51,3.656,30.7,45.7,36.5,49.5,320.0
1066,1,2022-02-07 00,44.5,186.75,970.3,999.5,29.2,640.0,0.7,5.125,45.4,68.2,47.6,72.2,312.0
1052,1,2022-02-07 00,48.25,158.5,986.0,1002.7,16.7,610.0,1.35,3.11,29.4,38.9,31.1,40.5,185.0
1071,0,2022-02-07 00,43.75,168.0,989.8,996.0,6.2,350.0,1.29,1.902,18.6,25.7,28.0,39.1,115.0
1066,1,2022-02-07 06,46.5,191.25,970.2,999.5,29.3,680.0,0.89,5.001,44.4,64.3,44.9,65.4,366.0
1071,0,2022-02-07 06,44.5,168.75,987.4,996.9,9.5,440.0,1.56,2.28,22.3,30.4,27.5,40.1,83.0
1052,1,2022-02-07 06,47.0,158.5,988.2,1003.2,15.0,600.0,1.25,2.786,27.2,35.6,29.3,40.2,254.0
1066,1,2022-02-07 12,49.0,194.75,969.4,999.0,29.6,670.0,1.17,5.108,44.0,63.2,42.1,57.7,473.0
1071,0,2022-02-07 12,45.0,169.5,986.9,998.8,11.9,500.0,1.46,2.53,24.7,33.4,27.1,35.0,113.0
1052,1,2022-02-07 12,45.25,160.25,992.4,1004.3,11.9,700.0,0.97,2.051,22.1,26.9,29.3,39.1,274.0
1066,1,2022-02-07 18,51.25,199.0,971.9,999.5,27.6,700.0,0.84,4.657,40.6,55.7,39.2,53.9,478.0
1071,0,2022-02-07 18,45.25,169.5,986.5,1000.0,13.5,590.0,1.31,2.566,25.8,33.7,24.1,34.3,284.0
1066,1,2022-02-08 00,54.75,203.5,975.8,1000.8,25.0,760.0,1.08,4.159,36.7,47.5,34.8,48.3,496.0
1071,0,2022-02-08 00,45.25,168.75,987.9,1003.3,15.4,600.0,1.13,2.85,28.2,37.5,26.5,36.2,488.0
1074,0,2022-02-08 00,44.25,177.5,990.1,997.2,7.1,1150.0,0.82,1.257,15.4,16.8,21.8,27.8,497.0
1066,1,2022-02-08 06,56.5,206.0,978.1,1002.7,24.6,800.0,1.18,4.043,35.7,45.2,31.6,42.6,499.0
1074,0,2022-02-08 06,44.5,177.5,989.5,998.4,8.9,920.0,1.03,1.51,17.7,20.1,21.4,29.2,496.0
1071,0,2022-02-08 06,44.25,168.25,989.6,1004.7,15.1,620.0,0.98,2.732,27.7,36.5,28.1,43.3,492.0
1076,0,2022-02-08 06,51.5,146.25,1008.2,1018.4,10.2,600.0,0.45,1.862,18.5,22.2,22.2,29.7,469.0
1077,1,2022-02-08 12,41.5,192.0,972.1,1001.8,29.7,460.0,2.99,6.552,50.5,92.3,44.3,64.1,104.0
1074,0,2022-02-08 12,44.75,176.25,989.8,1001.5,11.7,780.0,1.04,1.928,21.4,25.6,25.5,33.6,83.0
1076,0,2022-02-08 12,51.25,145.75,1009.2,1020.4,11.1,580.0,0.6,2.074,20.3,24.8,23.0,32.0,108.0
1077,1,2022-02-08 18,45.0,195.0,972.8,1002.5,29.8,520.0,2.07,5.999,48.0,79.2,44.3,64.2,265.0
1074,0,2022-02-08 18,44.5,175.0,989.8,1003.5,13.7,740.0,1.05,2.273,24.5,30.3,27.8,38.3,113.0
1076,0,2022-02-08 18,50.75,145.75,1009.5,1021.0,11.6,590.0,0.66,2.089,20.6,25.2,24.9,32.8,410.0
1077,1,2022-02-09 00,47.75,199.25,976.2,1004.5,28.3,500.0,1.63,5.931,46.1,74.8,45.0,64.9,306.0
1074,0,2022-02-09 00,44.0,174.0,992.5,1006.0,13.6,720.0,0.88,2.269,24.5,30.5,27.5,38.1,118.0
1076,0,2022-02-09 00,50.25,146.25,1011.2,1022.0,10.8,600.0,0.55,1.908,19.2,23.2,26.0,35.2,475.0
1077,1,2022-02-09 06,51.25,204.0,981.4,1007.8,26.4,520.0,1.12,5.267,41.7,63.0,43.5,63.4,363.0
1074,0,2022-02-09 06,41.75,175.0,993.4,1006.0,12.5,810.0,0.34,2.029,23.4,28.4,28.7,42.6,496.0
1077,1,2022-02-09 12,57.5,211.0,982.4,1008.3,25.9,590.0,1.67,4.844,38.6,53.6,36.9,50.8,388.0
1074,0,2022-02-09 12,40.75,177.0,994.3,1006.6,12.3,810.0,0.46,2.0,23.4,28.6,30.5,44.2,493.0
1074,0,2022-02-09 18,40.75,179.25,994.6,1006.4,11.7,810.0,0.57,1.932,22.7,27.6,26.8,36.0,345.0
1079,0,2022-02-09 18,45.25,185.5,995.3,1007.6,12.3,820.0,0.43,1.934,21.5,25.4,29.4,44.7,449.0
1079,0,2022-02-10 00,47.75,186.25,994.6,1008.8,14.3,570.0,1.02,2.736,26.3,34.5,31.7,43.9,361.0
1074,0,2022-02-10 00,41.25,182.5,995.5,1007.1,11.6,840.0,0.62,1.892,22.3,26.8,28.5,39.8,306.0
1079,0,2022-02-10 06,49.5,186.0,992.1,1009.5,17.4,460.0,1.72,3.876,32.5,47.6,34.7,45.4,106.0
1074,0,2022-02-10 06,42.0,184.75,994.5,1006.2,11.7,790.0,0.91,1.969,22.6,27.5,29.2,38.4,361.0
1079,0,2022-02-10 12,50.25,186.25,990.7,1010.4,19.7,540.0,1.86,3.884,33.6,47.1,33.0,46.7,334.0
1074,0,2022-02-10 12,43.5,187.5,994.1,1006.2,12.0,800.0,1.17,2.04,22.9,27.7,29.9,43.5,435.0
1081,0,2022-02-10 12,46.5,194.75,994.8,1009.2,14.4,980.0,1.53,2.398,26.1,30.8,29.1,38.6,474.0
1083,0,2022-02-10 12,32.75,144.25,1004.3,1018.0,13.6,500.0,0.77,2.795,30.8,48.2,34.2,47.6,70.0
1079,0,2022-02-10 18,52.5,185.25,990.3,1011.8,21.5,470.0,1.61,4.717,37.1,55.5,36.5,52.9,201.0
1081,0,2022-02-10 18,48.5,195.0,991.9,1009.2,17.2,940.0,1.77,2.86,29.5,35.6,27.9,38.5,124.0
1074,0,2022-02-10 18,44.5,189.0,993.5,1005.5,12.0,670.0,1.34,2.199,23.4,29.3,30.2,42.3,389.0
1083,0,2022-02-10 18,33.5,146.25,995.3,1015.9,20.6,420.0,1.67,4.877,42.9,82.5,36.9,58.4,56.0
1079,0,2022-02-11 00,52.75,184.5,991.1,1011.8,20.7,540.0,1.47,4.108,34.4,48.2,36.6,51.2,278.0
1083,0,2022-02-11 00,33.25,147.75,992.2,1016.2,24.0,380.0,2.25,6.177,48.6,105.1,44.9,63.3,87.0
1081,0,2022-02-11 00,50.5,195.75,992.3,1009.8,17.4,990.0,1.7,2.896,29.4,35.0,31.2,43.7,488.0
1083,0,2022-02-11 06,32.25,150.0,990.2,1012.0,21.7,440.0,1.86,4.954,44.5,86.6,46.8,61.1,73.0
1079,0,2022-02-11 06,53.5,184.0,991.6,1012.0,20.4,580.0,1.13,3.851,33.0,44.7,36.6,50.9,394.0
1081,0,2022-02-11 06,52.75,196.25,992.7,1011.0,18.3,980.0,1.38,3.021,29.8,35.4,26.3,40.3,486.0
1085,1,2022-02-11 12,33.5,158.75,989.1,1009.2,20.2,620.0,1.27,3.629,39.1,61.4,41.6,59.9,473.0
1079,0,2022-02-11 12,53.75,181.5,992.2,1012.8,20.6,540.0,1.1,4.048,33.8,46.8,36.8,49.1,225.0
1087,0,2022-02-11 12,41.75,185.0,1003.0,1008.8,5.8,420.0,0.12,1.396,15.4,19.6,24.4,38.7,477.0
1085,1,2022-02-11 18,33.25,159.25,982.5,1006.2,23.7,580.0,1.66,4.453,44.6,75.8,46.9,61.6,198.0
1079,0,2022-02-11 18,53.75,179.5,993.0,1013.4,20.4,500.0,0.97,4.227,34.3,48.9,37.6,51.8,222.0
1087,0,2022-02-11 18,43.0,186.75,1002.4,1009.8,7.4,380.0,0.17,1.89,19.0,25.9,25.0,35.8,489.0
1085,1,2022-02-12 00,32.5,163.0,980.3,1005.0,24.7,630.0,1.26,4.428,45.9,76.9,49.9,75.7,228.0
1079,0,2022-02-12 00,53.25,178.25,994.2,1014.5,20.3,460.0,0.9,4.469,35.2,52.0,35.8,48.7,255.0
1088,0,2022-02-12 00,57.5,193.5,995.4,1015.4,20.0,620.0,1.12,3.574,30.6,39.6,29.8,41.2,265.0
1087,0,2022-02-12 00,43.75,191.75,1000.6,1013.7,13.1,380.0,0.6,3.343,29.1,45.1,39.2,59.0,365.0
1085,1,2022-02-12 06,33.25,167.0,973.1,1002.0,28.9,690.0,0.94,4.909,50.3,83.6,46.0,76.7,300.0
1079,0,2022-02-12 06,53.25,177.25,994.8,1015.5,20.8,410.0,0.78,4.981,37.1,58.0,35.3,51.0,306.0
1088,0,2022-02-12 06,57.25,192.5,997.6,1015.2,17.6,550.0,1.06,3.395,28.8,37.7,28.1,39.6,244.0
1087,0,2022-02-12 06,45.75,196.5,998.1,1016.1,18.0,310.0,0.86,5.706,39.4,74.3,37.7,58.0,97.0
1085,1,2022-02-12 12,36.25,170.0,966.1,1001.7,35.7,720.0,0.67,5.922,56.3,93.5,45.2,67.6,419.0
1079,0,2022-02-12 12,53.5,176.5,998.2,1017.0,18.9,390.0,0.6,4.699,35.0,54.6,35.5,47.0,281.0
1088,0,2022-02-12 12,57.0,193.0,1003.0,1015.8,12.8,500.0,0.95,2.74,23.8,30.5,25.2,35.8,324.0
1090,0,2022-02-12 12,31.75,210.0,1012.5,1018.8,6.2,320.0,0.49,1.862,20.5,33.0,23.6,30.3,430.0
1085,1,2022-02-12 18,38.25,172.5,955.9,999.7,43.7,700.0,0.9,7.331,63.7,110.5,46.5,70.4,451.0
1079,0,2022-02-12 18,53.75,174.5,1000.9,1016.8,15.9,350.0,0.72,4.327,32.0,50.1,34.8,47.9,222.0
1088,0,2022-02-12 18,57.5,194.0,1007.5,1018.3,10.8,450.0,0.71,2.449,21.2,27.1,21.7,32.1,301.0
1090,0,2022-02-12 18,31.25,210.25,1012.3,1020.1,7.8,290.0,0.59,2.569,25.2,46.2,25.7,32.4,90.0
1085,1,2022-02-13 00,38.5,173.5,949.3,998.1,48.8,640.0,1.96,8.616,69.2,129.2,49.5,79.0,395.0
1079,0,2022-02-13 00,53.75,172.5,1003.9,1015.7,11.8,300.0,0.85,3.827,28.1,44.3,36.2,47.2,197.0
1092,0,2022-02-13 00,51.0,204.5,1009.4,1021.2,11.7,470.0,0.17,2.536,23.1,30.5,26.8,37.2,481.0
1090,0,2022-02-13 00,31.0,210.25,1010.6,1019.0,8.3,230.0,0.62,3.398,28.2,61.6,29.0,37.8,110.0
1085,1,2022-02-13 06,40.0,176.25,946.0,996.3,50.2,680.0,1.72,8.573,69.4,124.5,49.2,84.7,282.0
1092,0,2022-02-13 06,52.5,208.5,1009.2,1022.6,13.4,460.0,0.44,2.874,25.2,33.8,23.1,30.4,112.0
1090,0,2022-02-13 06,30.0,209.75,1012.6,1020.7,8.1,290.0,0.52,2.655,26.1,49.6,30.9,40.5,127.0
1085,1,2022-02-13 12,42.75,177.5,946.9,995.7,48.9,720.0,1.39,8.145,66.6,112.0,49.3,75.7,475.0
1092,0,2022-02-13 12,53.25,213.75,1009.5,1023.1,13.6,520.0,0.1,2.676,24.2,31.2,22.7,29.4,339.0
1090,0,2022-02-13 12,29.0,208.75,1012.3,1019.7,7.4,310.0,0.48,2.263,24.2,43.6,29.8,39.4,183.0
1085,1,2022-02-13 18,44.25,177.0,945.8,994.1,48.3,700.0,1.76,8.18,65.5,109.4,46.0,66.5,429.0
1092,0,2022-02-13 18,53.75,218.5,1007.9,1023.2,15.3,570.0,0.3,2.837,25.7,32.8,24.0,31.6,498.0
1085,1,2022-02-14 00,45.0,176.75,948.6,993.8,45.2,700.0,2.05,7.704,62.4,101.7,46.3,66.9,489.0
1093,1,2022-02-14 00,33.75,145.0,1001.5,1017.9,16.4,300.0,1.08,5.275,40.2,88.6,38.9,58.0,108.0
1092,0,2022-02-14 00,53.25,224.25,1007.2,1022.4,15.2,650.0,0.51,2.66,25.0,31.0,26.6,31.9,499.0
1085,1,2022-02-14 06,46.0,177.25,951.1,993.3,42.2,710.0,2.12,7.178,59.1,93.1,40.0,57.3,400.0
1093,1,2022-02-14 06,34.25,149.0,997.7,1014.5,16.9,300.0,1.36,5.324,40.3,88.3,44.1,61.8,115.0
1092,0,2022-02-14 06,52.75,227.25,1008.0,1022.3,14.3,750.0,0.57,2.348,23.1,27.5,26.8,35.0,467.0
1085,1,2022-02-14 12,47.5,178.0,956.1,994.9,38.8,730.0,1.97,6.541,54.9,82.8,41.4,53.8,304.0
1093,1,2022-02-14 12,34.5,153.75,996.0,1014.0,18.0,360.0,1.53,4.789,39.9,78.9,41.0,57.3,92.0
1085,1,2022-02-14 18,49.25,178.5,960.4,996.8,36.4,740.0,1.9,6.111,51.6,75.3,38.8,52.3,280.0
1093,1,2022-02-14 18,35.25,158.5,989.2,1009.6,20.4,340.0,1.38,5.809,44.2,93.9,42.7,59.8,45.0
1085,1,2022-02-15 00,51.0,177.25,965.9,1000.6,34.7,780.0,1.35,5.677,48.7,68.2,37.7,52.0,496.0
1093,1,2022-02-15 00,36.75,163.75,981.5,1006.6,25.1,270.0,1.69,8.939,52.9,139.4,43.3,68.7,245.0
1085,1,2022-02-15 06,51.25,174.5,968.1,1002.0,33.9,740.0,1.26,5.569,47.3,66.6,41.7,58.6,496.0
1093,1,2022-02-15 06,38.25,168.25,971.6,1002.0,30.4,230.0,2.55,12.67,60.9,191.0,53.5,77.9,104.0
1094,0,2022-02-15 06,41.25,193.5,1001.0,1013.3,12.3,520.0,0.56,2.421,25.1,34.3,31.9,40.7,251.0
1093,1,2022-02-15 12,39.75,172.5,965.2,1000.9,35.7,260.0,2.89,13.317,65.5,194.4,62.2,92.5,70.0
1085,1,2022-02-15 12,51.75,172.0,969.4,1002.7,33.3,650.0,1.74,5.802,47.2,68.9,42.9,60.6,473.0
1094,0,2022-02-15 12,45.25,193.5,998.8,1012.7,14.0,410.0,0.72,3.374,29.5,44.3,34.5,47.2,236.0
1093,1,2022-02-15 18,42.5,176.5,962.8,998.1,35.3,320.0,2.59,10.911,62.0,150.7,53.2,79.7,185.0
1085,1,2022-02-15 18,51.5,170.0,970.1,1000.0,29.9,640.0,1.95,5.471,45.0,65.2,42.3,60.0,473.0
1094,0,2022-02-15 18,49.5,193.0,997.2,1010.9,13.7,380.0,0.74,3.58,29.2,43.9,32.8,43.2,334.0
1095,0,2022-02-15 18,37.25,144.75,1002.9,1013.1,10.2,470.0,0.67,2.22,24.1,34.2,31.9,50.2,368.0
1093,1,2022-02-16 00,45.0,178.0,959.3,998.1,38.8,360.0,3.22,10.731,63.2,141.6,49.0,70.2,199.0
1085,1,2022-02-16 00,51.25,167.75,974.0,999.8,25.8,650.0,2.12,4.806,41.0,57.5,43.5,66.1,498.0
1094,0,2022-02-16 00,53.0,193.0,994.6,1011.6,17.0,420.0,1.01,4.077,32.2,47.6,31.6,43.9,336.0
1095,0,2022-02-16 00,38.25,146.25,999.6,1013.4,13.8,450.0,0.84,3.132,30.5,47.2,37.9,57.2,314.0
1093,1,2022-02-16 06,47.0,179.25,959.7,998.3,38.6,400.0,3.43,9.687,60.7,123.6,44.8,66.2,150.0
1085,1,2022-02-16 06,50.75,165.5,977.4,999.9,22.5,570.0,2.18,4.537,38.2,54.7,44.0,66.0,447.0
1094,0,2022-02-16 06,56.0,193.0,991.2,1012.7,21.5,440.0,1.28,4.997,37.3,56.3,30.5,42.5,489.0
1095,0,2022-02-16 06,39.0,147.25,994.5,1010.5,16.0,420.0,1.27,3.83,34.4,56.8,35.4,52.6,499.0
1093,1,2022-02-16 12,49.25,180.0,963.0,1000.1,37.1,450.0,3.38,8.509,57.1,104.8,45.6,65.5,202.0
1085,1,2022-02-16 12,49.75,164.75,982.2,1000.8,18.6,500.0,1.71,4.082,34.4,49.9,39.8,57.3,433.0
1095,0,2022-02-16 12,39.25,148.25,994.0,1010.4,16.5,370.0,1.81,4.41,36.6,65.1,35.1,48.9,120.0
1093,1,2022-02-16 18,51.0,179.75,966.1,1002.4,36.3,510.0,3.31,7.543,53.9,90.6,39.5,53.8,211.0
1085,1,2022-02-16 18,49.5,165.0,985.7,1000.9,15.2,470.0,1.44,3.537,30.5,43.4,37.5,53.5,491.0
1095,0,2022-02-16 18,39.5,151.25,994.0,1008.7,14.7,420.0,1.19,3.462,31.9,50.8,37.8,56.9,113.0
1093,1,2022-02-17 00,51.75,179.5,970.7,1004.8,34.1,550.0,3.05,6.73,50.5,80.0,36.8,49.3,316.0
1085,1,2022-02-17 00,49.5,165.0,988.4,1002.1,13.7,490.0,1.49,3.169,28.2,38.9,37.2,49.4,491.0
1095,0,2022-02-17 00,41.25,157.75,997.0,1007.3,10.3,460.0,1.06,2.324,23.7,32.9,31.4,44.0,212.0
1093,1,2022-02-17 06,52.75,180.5,974.9,1006.7,31.8,550.0,2.48,6.241,47.5,73.2,35.1,48.7,498.0
1085,1,2022-02-17 06,49.5,165.0,989.9,1003.0,13.1,580.0,1.37,2.633,25.2,32.3,34.9,47.1,479.0
1096,0,2022-02-17 06,38.0,150.75,993.3,1008.9,15.6,540.0,0.63,3.025,31.2,45.9,39.0,53.6,274.0
1093,1,2022-02-17 12,53.75,181.75,978.5,1008.1,29.6,570.0,2.15,5.691,44.4,65.9,35.0,46.5,388.0
1096,0,2022-02-17 12,38.5,152.0,989.5,1009.9,20.4,460.0,1.32,4.487,39.8,67.3,37.2,58.4,162.0
1085,1,2022-02-17 12,49.5,165.5,992.2,1004.1,11.9,660.0,1.02,2.198,22.1,27.0,33.2,45.0,482.0
1093,1,2022-02-17 18,55.0,183.25,981.5,1009.8,28.3,590.0,1.93,5.314,42.2,60.5,33.0,46.3,498.0
1096,0,2022-02-17 18,38.0,153.5,989.0,1009.7,20.7,470.0,1.4,4.449,39.9,67.4,43.1,56.3,92.0
1085,1,2022-02-17 18,49.75,166.0,994.5,1004.5,10.0,690.0,0.88,1.824,18.9,22.3,33.1,44.5,498.0
1093,1,2022-02-18 00,56.0,184.25,984.6,1011.6,27.0,560.0,1.8,5.204,40.7,58.6,32.9,47.4,498.0
1097,0,2022-02-18 00,41.5,161.25,989.4,1007.6,18.2,660.0,1.73,3.232,33.1,45.5,34.5,50.7,447.0
1085,1,2022-02-18 00,49.75,166.0,997.3,1005.6,8.3,860.0,0.81,1.439,15.7,17.6,30.8,40.3,498.0
1097,0,2022-02-18 06,44.25,165.0,986.2,1006.3,20.1,720.0,1.7,3.405,34.0,45.5,32.5,41.7,253.0
1093,1,2022-02-18 06,57.0,185.5,986.7,1012.7,26.0,530.0,1.6,5.159,39.7,57.4,33.6,49.2,498.0
1097,0,2022-02-18 12,44.5,166.25,985.2,1007.2,22.0,770.0,1.54,3.622,36.1,48.2,30.3,41.9,413.0
1093,1,2022-02-18 12,57.25,186.75,991.3,1013.9,22.6,490.0,1.42,4.717,36.4,52.3,30.0,43.4,286.0
1099,0,2022-02-18 12,33.0,203.75,1017.7,1027.4,9.8,430.0,0.59,2.232,25.0,38.2,28.4,38.4,413.0
1097,0,2022-02-18 18,47.75,166.5,981.6,1006.6,25.0,700.0,1.68,4.259,39.0,53.7,33.5,44.5,195.0
1093,1,2022-02-18 18,57.75,190.0,995.6,1014.3,18.7,460.0,1.12,4.148,32.4,45.8,29.5,40.4,342.0
1099,0,2022-02-18 18,34.25,202.75,1014.3,1028.7,14.3,380.0,0.87,3.638,33.8,60.3,35.5,45.6,206.0
1097,0,2022-02-19 00,48.0,167.5,979.9,1007.0,27.1,710.0,1.51,4.575,41.3,57.5,35.4,45.3,299.0
1099,0,2022-02-19 00,34.0,201.5,1009.4,1026.8,17.4,380.0,0.96,4.452,38.9,74.3,38.8,54.4,161.0
1097,0,2022-02-19 06,49.5,168.75,978.0,1006.9,28.9,730.0,0.88,4.802,42.6,58.9,36.3,49.6,474.0
1099,0,2022-02-19 06,33.25,200.25,1005.7,1025.4,19.7,350.0,1.54,5.431,43.4,92.5,39.0,54.0,143.0
1097,0,2022-02-19 12,51.5,168.75,976.9,1008.3,31.4,660.0,1.22,5.484,45.4,65.4,41.6,56.1,481.0
1100,1,2022-02-19 12,37.5,176.0,1005.7,1015.2,9.4,540.0,0.61,1.819,21.1,27.9,33.2,44.5,251.0
1099,0,2022-02-19 12,32.75,200.0,1005.8,1023.6,17.8,420.0,1.39,4.154,38.7,71.7,31.5,45.0,355.0
1097,0,2022-02-19 18,50.75,168.0,976.9,1007.9,30.9,600.0,1.32,5.686,45.9,68.5,40.6,56.8,423.0
1100,1,2022-02-19 18,39.25,179.25,999.4,1013.9,14.5,520.0,0.76,2.859,29.2,42.2,42.0,58.3,205.0
1099,0,2022-02-19 18,32.5,200.0,1006.4,1022.1,15.7,440.0,1.31,3.519,35.1,61.1,29.7,38.5,447.0
1097,0,2022-02-20 00,51.25,171.75,979.1,1008.0,28.9,620.0,1.1,5.215,43.2,62.4,37.9,53.0,449.0
1100,1,2022-02-20 00,43.25,183.75,991.4,1012.2,20.8,470.0,0.97,4.51,38.5,61.4,47.3,64.7,449.0
1101,1,2022-02-20 00,39.0,144.75,996.8,1014.6,17.8,540.0,1.45,3.47,34.2,51.5,38.5,56.5,168.0
1099,0,2022-02-20 00,32.0,200.5,1006.7,1019.6,12.9,490.0,1.14,2.63,29.5,46.3,24.6,32.5,121.0
1097,0,2022-02-20 06,52.0,172.0,981.5,1007.6,26.1,640.0,1.07,4.686,39.8,55.5,36.2,49.9,409.0
1101,1,2022-02-20 06,41.75,147.25,983.4,1009.8,26.4,450.0,2.37,5.979,47.0,83.8,40.7,55.4,490.0
1100,1,2022-02-20 06,46.75,185.25,988.8,1009.9,21.1,540.0,1.37,4.175,36.6,53.5,48.5,66.7,421.0
1099,0,2022-02-20 06,31.75,201.75,1009.1,1020.0,10.8,570.0,1.01,1.991,25.0,35.3,26.6,35.8,168.0
1101,1,2022-02-20 12,44.0,148.25,972.4,1007.9,35.5,470.0,2.97,7.689,55.8,103.3,43.5,68.5,194.0
1097,0,2022-02-20 12,52.0,172.5,984.2,1007.2,23.1,670.0,0.96,3.992,35.4,47.3,35.2,47.0,437.0
1100,1,2022-02-20 12,51.0,183.75,985.0,1007.7,22.7,850.0,1.63,3.751,35.5,45.0,43.2,57.8,488.0
1099,0,2022-02-20 12,31.5,203.25,1009.8,1019.3,9.5,620.0,0.82,1.669,22.2,29.8,18.6,27.1,167.0
1101,1,2022-02-20 18,45.0,147.25,959.8,1005.3,45.5,510.0,3.79,9.209,64.3,121.5,47.3,64.0,184.0
1100,1,2022-02-20 18,53.5,181.0,978.9,1007.7,28.8,880.0,1.55,4.592,41.3,53.3,35.0,47.0,478.0
1099,0,2022-02-20 18,31.75,204.25,1011.9,1020.2,8.3,690.0,0.65,1.375,19.3,24.4,25.7,24.1,497.0
1106,0,2022-02-20 18,37.25,202.25,1012.6,1021.7,9.1,590.0,0.51,1.639,19.8,25.3,28.5,38.7,246.0
1101,1,2022-02-21 00,44.75,149.0,955.5,1002.6,47.1,600.0,2.57,8.55,64.4,113.3,46.7,71.8,494.0
1100,1,2022-02-21 00,54.25,179.75,977.0,1008.0,31.0,760.0,1.26,5.044,43.0,58.0,36.0,47.4,486.0
